esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
3665999,2.02E+13,62.4,347.4,-22.5,3.867,3.84,37,35,28.2,84.78
1876700,2.02E+13,62.4,347.4,-22.5,3.867,3.839,37,35,28.21,84.83
3716128,2.02E+13,62.4,347.4,-22.5,3.867,3.84,37,35,28.23,84.88
1361169,2.02E+13,62.4,347.5,-22.5,3.868,3.841,37,35,28.25,84.93
1317767,2.02E+13,62.4,347.5,-22.5,3.869,3.841,37,35,28.26,84.98
2109843,2.02E+13,62.4,347.5,-22.5,3.868,3.84,37,35,28.29,85.03
8466653,2.02E+13,62.4,347.5,-22.5,3.869,3.841,37,35,28.31,85.1
2436582,2.02E+13,62.4,347.7,-22.5,3.87,3.841,37,35,28.32,85.15
9326642,2.02E+13,62.4,347.7,-22.5,3.87,3.842,37,35,28.34,85.2
2078111,2.02E+13,62.8,347.7,-22.5,3.87,3.842,37,35,28.35,85.23
9792988,2.02E+13,62.8,347.7,-22.5,3.87,3.843,37,35,28.36,85.27
5277516,2.02E+13,62.8,347.7,-22.5,3.87,3.843,37,35,28.39,85.33
4579688,2.02E+13,62.8,347.7,-22.5,3.871,3.844,37,35,28.4,85.38
7355573,2.02E+13,62.8,347.8,-22.5,3.871,3.844,37,35,28.41,85.43
6389608,2.02E+13,62.8,347.8,-22.5,3.872,3.844,37,35,28.44,85.5
1778242,2.02E+13,62.8,347.8,-22.5,3.872,3.845,37,35,28.46,85.54
8382266,2.02E+13,62.8,347.8,-22.5,3.872,3.845,37,35,28.47,85.59
9038045,2.02E+13,62.8,348,-22.5,3.873,3.845,37,35,28.49,85.64
5897785,2.02E+13,62.8,348,-22.5,3.873,3.845,37,35,28.5,85.68999
2116590,2.02E+13,62.8,348,-22.5,3.874,3.846,37,35,28.52,85.74
6788664,2.02E+13,63.2,348,-22.5,3.873,3.845,37,35,28.54,85.79
9103791,2.02E+13,63.2,348,-22.5,3.874,3.846,37,35,28.55,85.84
9146765,2.02E+13,63.2,348,-22.5,3.874,3.847,37,35,28.57,85.89
7341078,2.02E+13,63.2,348.2,-22.5,3.874,3.847,37,35,28.59,85.93999
1720499,2.02E+13,63.2,348.2,-22.5,3.876,3.847,37,35,28.6,85.99
1380549,2.02E+13,63.2,348.2,-22.5,3.875,3.848,37,35,28.62,86.06
5520299,2.02E+13,63.2,348.2,-22.5,3.875,3.848,37,35,28.64,86.11
1593228,2.02E+13,63.2,348.3,-22.5,3.876,3.849,37,35,28.66,86.16
7694132,2.02E+13,63.2,348.3,-22.5,3.877,3.849,37,35,28.67,86.21
8564239,2.02E+13,63.2,348.3,-22.5,3.877,3.849,37,35,28.69,86.25999
3987650,2.02E+13,63.2,348.3,-22.5,3.878,3.849,37,35,28.71,86.31
7955055,2.02E+13,63.6,348.3,-22.5,3.878,3.85,37,35,28.72,86.36
9621579,2.02E+13,63.6,348.3,-22.5,3.878,3.85,37,35,28.75,86.41
6887552,2.02E+13,63.6,348.5,-22.5,3.878,3.851,37,35,28.76,86.46
6393760,2.02E+13,63.6,348.5,-22.5,3.878,3.85,37,35,28.77,86.50999
4990613,2.02E+13,63.6,348.5,-22.5,3.879,3.851,37,35,28.79,86.56
5573605,2.02E+13,63.6,348.5,-22.5,3.88,3.851,37,35,28.81,86.6
7599049,2.02E+13,63.6,348.6,-22.5,3.879,3.852,37,35,28.82,86.65
4191889,2.02E+13,63.6,348.6,-22.5,3.881,3.852,37,35,28.84,86.71
6431044,2.02E+13,63.6,348.5,-22.5,3.88,3.853,37,35,28.86,86.75999
7794819,2.02E+13,63.6,348.6,-22.5,3.881,3.853,37,35,28.87,86.81
4740152,2.02E+13,64,348.6,-22.5,3.881,3.853,37,35,28.89,86.86
3350807,2.02E+13,64,348.6,-22.5,3.882,3.853,37,35,28.91,86.91
7026352,2.02E+13,64,348.8,-22.5,3.882,3.853,37,35,28.92,86.96
9503621,2.02E+13,64,348.8,-22.5,3.882,3.854,37,35,28.94,87.00999
5386490,2.02E+13,64,348.8,-22.5,3.882,3.855,37,35,28.96,87.06
5045814,2.02E+13,64,348.8,-22.5,3.882,3.855,37,35,28.98,87.11
8530132,2.02E+13,64,348.9,-22.5,3.883,3.855,37,35,28.99,87.16
3908178,2.02E+13,64,348.9,-22.5,3.884,3.855,37,35,29.01,87.22
2142802,2.02E+13,64,348.9,-22.5,3.884,3.856,37,35,29.03,87.27
4141353,2.02E+13,64,348.9,-22.5,3.884,3.856,37,35,29.05,87.32
2340537,2.02E+13,64,348.9,-22.5,3.885,3.856,37,35,29.06,87.37
1311275,2.02E+13,64.4,348.9,-22.5,3.885,3.857,37,35,29.08,87.42
2696677,2.02E+13,64.4,349.1,-22.5,3.885,3.857,37,35,29.1,87.47
8696593,2.02E+13,64.4,349.1,-22.5,3.885,3.858,37,35,29.11,87.52
6506700,2.02E+13,64.4,349.1,-22.5,3.885,3.858,37,35,29.13,87.57
2650561,2.02E+13,64.4,349.1,-22.5,3.887,3.858,37,35,29.15,87.63
8154465,2.02E+13,64.4,349.3,-22.5,3.886,3.858,37,35,29.16,87.67
4496995,2.02E+13,64.4,349.3,-22.5,3.887,3.859,37,35,29.18,87.72
3617689,2.02E+13,64.4,349.3,-22.5,3.887,3.859,37,35,29.2,87.77
6508489,2.02E+13,64.4,349.3,-22.5,3.887,3.859,37,35,29.21,87.82
3975291,2.02E+13,64.4,349.4,-22.5,3.888,3.86,37,35,29.23,87.89
5886855,2.02E+13,64.4,349.3,-22.5,3.889,3.861,37,35,29.25,87.93
9118529,2.02E+13,64.8,349.4,-22.5,3.889,3.86,37,35,29.27,87.98
5408764,2.02E+13,64.8,349.4,-22.5,3.889,3.861,37,35,29.28,88.03
3934160,2.02E+13,64.8,349.6,-22.5,3.889,3.861,37,35,29.3,88.09
4797962,2.02E+13,64.8,349.6,-22.5,3.89,3.861,37,35,29.32,88.14
6991392,2.02E+13,64.8,349.6,-22.5,3.89,3.861,37,35,29.33,88.18999
6416641,2.02E+13,64.8,349.6,-22.5,3.891,3.862,37,35,29.35,88.24
9612753,2.02E+13,64.8,349.6,-22.5,3.891,3.862,37,35,29.36,88.29
2692638,2.02E+13,64.8,349.6,-22.5,3.891,3.864,37,35,29.38,88.34
9759620,2.02E+13,64.8,349.7,-22.5,3.892,3.863,37,35,29.4,88.39
4121312,2.02E+13,64.8,349.7,-22.5,3.891,3.863,37,35,29.41,88.43999
8215779,2.02E+13,64.8,349.7,-22.5,3.892,3.864,37,35,29.44,88.49
3490051,2.02E+13,65.2,349.7,-22.5,3.892,3.863,37,35,29.45,88.54
3825294,2.02E+13,65.2,349.7,-22.5,3.893,3.865,37,35,29.46,88.59
3725155,2.02E+13,65.2,349.7,-22.5,3.893,3.865,37,35,29.49,88.64
8220236,2.02E+13,65.2,349.9,-22.5,3.894,3.866,37,35,29.5,88.68999
7705326,2.02E+13,65.2,349.9,-22.5,3.894,3.867,37,35,29.51,88.73
6354805,2.02E+13,65.2,349.9,-22.5,3.894,3.866,37,35,29.54,88.8
1894829,2.02E+13,65.2,349.9,-22.5,3.895,3.867,37,35,29.55,88.82999
5288948,2.02E+13,65.2,349.9,-22.5,3.895,3.867,37,35,29.57,88.9
1767705,2.02E+13,65.2,349.9,-22.5,3.895,3.868,37,35,29.59,88.95
4249754,2.02E+13,65.2,350,-22.5,3.896,3.867,37,35,29.61,89
7857520,2.02E+13,65.6,350,-22.5,3.896,3.868,37,35,29.62,89.05
4620707,2.02E+13,65.6,350,-22.5,3.897,3.868,37,35,29.64,89.1
9456050,2.02E+13,65.6,350,-22.5,3.896,3.869,37,35,29.65,89.15
7665938,2.02E+13,65.6,350.2,-22.5,3.898,3.869,37,35,29.67,89.2
4976769,2.02E+13,65.6,350.2,-22.5,3.897,3.87,37,35,29.69,89.25
4608932,2.02E+13,65.6,350.2,-22.5,3.897,3.87,37,35,29.7,89.3
4911258,2.02E+13,65.6,350.2,-22.5,3.899,3.87,37,35,29.72,89.35
4092062,2.02E+13,65.6,350.2,-22.5,3.898,3.871,37,35,29.74,89.4
3083090,2.02E+13,65.6,350.2,-22.5,3.9,3.87,37,35,29.75,89.45
4232020,2.02E+13,65.6,350.3,-22.5,3.899,3.87,37,35,29.77,89.5
9195467,2.02E+13,65.6,350.3,-22.5,3.9,3.871,37,35,29.79,89.55
2858851,2.02E+13,66,350.3,-22.5,3.9,3.872,37,35,29.81,89.62
7942538,2.02E+13,66,350.3,-22.5,3.9,3.872,37,35,29.82,89.67
1974810,2.02E+13,66,350.5,-22.5,3.9,3.872,37,35,29.84,89.72
4834937,2.02E+13,66,350.5,-22.5,3.9,3.873,37,35,29.86,89.77
8633711,2.02E+13,66,350.5,-22.5,3.901,3.874,37,35,29.87,89.82
9312955,2.02E+13,66,350.5,-22.5,3.901,3.874,37,35,29.9,89.87
2973616,2.02E+13,66,350.7,-22.5,3.901,3.874,37,35,29.91,89.92
6756770,2.02E+13,66,350.7,-22.5,3.902,3.875,37,35,29.92,89.97
2747973,2.02E+13,66,350.7,-22.5,3.903,3.874,37,35,29.94,90.02
7999305,2.02E+13,66,350.7,-22.5,3.903,3.875,37,35,29.96,90.06
9725689,2.02E+13,66,350.7,-22.5,3.903,3.875,37,35,29.97,90.11
7205396,2.02E+13,66.4,350.7,-22.5,3.904,3.876,37,35,29.99,90.16
9810654,2.02E+13,66.4,350.7,-22.5,3.904,3.876,37,35,30.01,90.21
8726710,2.02E+13,66.4,350.8,-22.5,3.904,3.876,37,35,30.02,90.25999
4399824,2.02E+13,66.4,350.8,-22.5,3.905,3.877,37,35,30.04,90.31
8707083,2.02E+13,66.4,350.8,-22.5,3.906,3.877,37,35,30.06,90.36
1729270,2.02E+13,66.4,350.8,-22.5,3.906,3.877,37,35,30.07,90.41
5300478,2.02E+13,66.4,351,-22.5,3.906,3.878,37,35,30.1,90.48
2463451,2.02E+13,66.4,351,-22.5,3.906,3.878,37,35,30.11,90.53
8391017,2.02E+13,66.4,351,-22.5,3.907,3.878,37,35,30.13,90.57999
9051594,2.02E+13,66.4,351.1,-22.5,3.907,3.879,37,35,30.15,90.63
4750104,2.02E+13,66.8,351.1,-22.5,3.907,3.878,37,35,30.16,90.68
7479749,2.02E+13,66.8,351.1,-22.5,3.908,3.879,37,35,30.18,90.73
6181694,2.02E+13,66.8,351.1,-22.5,3.908,3.88,37,35,30.19,90.77
5740799,2.02E+13,66.8,351.1,-22.5,3.908,3.88,37,35,30.2,90.82
7602915,2.02E+13,66.8,351.1,-22.5,3.909,3.879,37,35,30.23,90.86
3927755,2.02E+13,66.8,351.1,-22.5,3.909,3.881,37,35,30.24,90.91
2905400,2.02E+13,66.8,351.3,-22.5,3.91,3.881,37,35,30.25,90.96
9893968,2.02E+13,66.8,351.3,-22.5,3.91,3.881,37,35,30.28,91.00999
5722115,2.02E+13,66.8,351.1,-22.5,3.91,3.882,37,35,30.3,91.07999
3029328,2.02E+13,66.8,351.3,-22.5,3.911,3.882,37,35,30.31,91.13
5183328,2.02E+13,66.8,351.3,-22.5,3.91,3.882,37,35,30.33,91.18
8806931,2.02E+13,67.2,351.4,-22.5,3.911,3.883,37,35,30.35,91.23
4375852,2.02E+13,67.2,351.4,-22.5,3.912,3.883,37,35,30.36,91.25999
7246592,2.02E+13,67.2,351.4,-22.5,3.912,3.883,37,35,30.37,91.31
6319362,2.02E+13,67.2,351.4,-22.5,3.912,3.883,37,35,30.39,91.36
7120531,2.02E+13,67.2,351.6,-22.5,3.912,3.884,37,35,30.41,91.41
5676148,2.02E+13,67.2,351.6,-22.5,3.913,3.885,37,35,30.42,91.43999
1850215,2.02E+13,67.2,351.6,-22.5,3.913,3.885,37,35,30.44,91.50999
8725264,2.02E+13,67.2,351.6,-22.5,3.914,3.885,37,35,30.46,91.56
7613205,2.02E+13,67.2,351.8,-22.5,3.914,3.885,37,35,30.47,91.61
1160262,2.02E+13,67.2,351.8,-22.5,3.914,3.885,37,35,30.49,91.66
7131170,2.02E+13,67.2,351.8,-22.5,3.914,3.886,37,35,30.51,91.71
1865866,2.02E+13,67.2,351.8,-22.5,3.914,3.887,37,35,30.52,91.75999
5167394,2.02E+13,67.6,351.8,-22.5,3.915,3.887,37,35,30.54,91.81
1893828,2.02E+13,67.6,351.8,-22.5,3.915,3.887,37,35,30.56,91.86
4739169,2.02E+13,67.6,351.9,-22.5,3.915,3.887,37,35,30.57,91.91
8119738,2.02E+13,67.6,351.9,-22.5,3.916,3.888,37,35,30.59,91.96
6605909,2.02E+13,67.6,351.9,-22.5,3.917,3.888,37,35,30.61,92.00999
5010090,2.02E+13,67.6,351.9,-22.5,3.917,3.888,37,35,30.62,92.06
6598950,2.02E+13,67.6,351.9,-22.5,3.917,3.889,37,35,30.64,92.11
2320295,2.02E+13,67.6,352.1,-22.5,3.918,3.889,37,35,30.66,92.16
2565954,2.02E+13,67.6,352.1,-22.5,3.917,3.89,37,35,30.67,92.21
4358006,2.02E+13,67.6,352.1,-22.5,3.918,3.889,37,35,30.69,92.28
7275599,2.02E+13,68,352.1,-22.5,3.919,3.89,37,35,30.71,92.32999
2910388,2.02E+13,68,352.1,-22.5,3.919,3.89,37,35,30.73,92.38
9262993,2.02E+13,68,352.1,-22.5,3.92,3.892,37,35,30.74,92.43
9100030,2.02E+13,68,352.2,-22.5,3.919,3.892,37,35,30.76,92.48
6385574,2.02E+13,68,352.2,-22.5,3.92,3.892,37,35,30.78,92.53
2954694,2.02E+13,68,352.2,-22.5,3.921,3.892,37,35,30.79,92.57999
1881587,2.02E+13,68,352.2,-22.5,3.921,3.893,37,35,30.81,92.63
7920641,2.02E+13,68,352.2,-22.5,3.921,3.893,37,35,30.83,92.68
7892870,2.02E+13,68,352.4,-22.5,3.922,3.893,37,35,30.84,92.72
4273923,2.02E+13,68,352.4,-22.5,3.922,3.893,37,35,30.86,92.77
3075616,2.02E+13,68,352.4,-22.5,3.922,3.894,37,35,30.87,92.82
6527360,2.02E+13,68.4,352.4,-22.5,3.922,3.894,37,35,30.9,92.89
5664133,2.02E+13,68.4,352.5,-22.5,3.924,3.894,37,35,30.92,92.93999
5623929,2.02E+13,68.4,352.5,-22.5,3.924,3.895,37,35,30.93,92.99
9556597,2.02E+13,68.4,352.5,-22.5,3.924,3.896,37,35,30.94,93.04
7296160,2.02E+13,68.4,352.5,-22.5,3.924,3.896,37,35,30.97,93.09
6952363,2.02E+13,68.4,352.5,-22.5,3.924,3.896,37,35,30.98,93.14
2510083,2.02E+13,68.4,352.7,-22.5,3.924,3.896,37,35,30.99,93.18999
3585643,2.02E+13,68.4,352.7,-22.5,3.925,3.897,37,35,31.02,93.24
9798481,2.02E+13,68.4,352.7,-22.5,3.925,3.897,37,35,31.03,93.29
5245899,2.02E+13,68.4,352.7,-22.5,3.925,3.898,37,35,31.05,93.34
4833501,2.02E+13,68.4,352.7,-22.5,3.926,3.898,37,35,31.07,93.39
7183795,2.02E+13,68.8,352.8,-22.5,3.926,3.898,37,35,31.08,93.43999
2465644,2.02E+13,68.8,352.8,-22.5,3.927,3.898,37,35,31.1,93.49
9465156,2.02E+13,68.8,352.8,-22.5,3.928,3.899,37,35,31.12,93.54
9654573,2.02E+13,68.8,352.8,-22.5,3.928,3.899,37,35,31.14,93.61
9897750,2.02E+13,68.8,353,-22.5,3.929,3.899,37,35,31.15,93.66
7783878,2.02E+13,68.8,353,-22.5,3.928,3.9,37,35,31.17,93.71
7230828,2.02E+13,68.8,353,-22.5,3.929,3.9,37,35,31.19,93.75999
3735296,2.02E+13,68.8,353,-22.5,3.929,3.901,37,35,31.2,93.81
8156248,2.02E+13,68.8,353,-22.5,3.929,3.901,37,35,31.22,93.86
2617840,2.02E+13,68.8,353.2,-22.5,3.929,3.901,37,35,31.23,93.91
3052743,2.02E+13,69.2,353.2,-22.5,3.93,3.901,37,35,31.25,93.96
8627260,2.02E+13,69.2,353.2,-22.5,3.931,3.902,37,35,31.27,94.00999
5105267,2.02E+13,69.2,353.2,-22.5,3.931,3.902,37,35,31.28,94.05
9545887,2.02E+13,69.2,353.2,-22.5,3.931,3.903,37,35,31.3,94.1
8250268,2.02E+13,69.2,353.2,-22.5,3.932,3.903,37,35,31.32,94.15
2669612,2.02E+13,69.2,353.3,-22.5,3.932,3.904,37,35,31.33,94.2
8124131,2.02E+13,69.2,353.3,-22.5,3.932,3.904,37,35,31.35,94.27
2446433,2.02E+13,69.2,353.3,-22.5,3.932,3.904,37,35,31.38,94.32
8927021,2.02E+13,69.2,353.3,-22.5,3.933,3.904,37,35,31.39,94.37
5089897,2.02E+13,69.2,353.3,-22.5,3.933,3.905,37,35,31.4,94.4
3654044,2.02E+13,69.2,353.5,-22.5,3.933,3.904,37,35,31.42,94.45
2089446,2.02E+13,69.6,353.5,-22.5,3.934,3.906,37,35,31.43,94.5
7424896,2.02E+13,69.6,353.5,-22.5,3.934,3.906,37,35,31.45,94.55
9111701,2.02E+13,69.6,353.6,-22.5,3.935,3.906,37,35,31.48,94.62
2864592,2.02E+13,69.6,353.5,-22.5,3.936,3.907,37,35,31.49,94.67
8148524,2.02E+13,69.6,353.6,-22.5,3.935,3.907,37,35,31.51,94.72
2903018,2.02E+13,69.6,353.6,-22.5,3.936,3.908,37,35,31.52,94.77
2094546,2.02E+13,69.6,353.6,-22.5,3.936,3.907,37,35,31.54,94.82
7432008,2.02E+13,69.6,353.6,-22.5,3.937,3.908,37,35,31.56,94.87
4468211,2.02E+13,69.6,353.6,-22.5,3.937,3.908,37,35,31.57,94.92
2309303,2.02E+13,69.6,353.8,-22.5,3.937,3.908,37,35,31.59,94.99
4951324,2.02E+13,69.6,353.8,-22.5,3.938,3.909,37,35,31.61,95.02
2757624,2.02E+13,70,353.8,-22.5,3.938,3.909,37,35,31.62,95.07
1548585,2.02E+13,70,353.8,-22.5,3.938,3.91,37,35,31.64,95.11
9667916,2.02E+13,70,353.8,-22.5,3.939,3.91,37,35,31.66,95.16
8436139,2.02E+13,70,353.9,-22.5,3.939,3.91,37,35,31.68,95.24
4355137,2.02E+13,70,353.9,-22.5,3.94,3.91,37,35,31.69,95.29
2133815,2.02E+13,70,353.9,-22.5,3.94,3.911,37,35,31.71,95.34
5170756,2.02E+13,70,354.1,-22.5,3.94,3.911,37,35,31.73,95.38
8650473,2.02E+13,70,354.1,-22.5,3.94,3.912,37,35,31.74,95.43
9408551,2.02E+13,70,354.1,-22.5,3.94,3.912,37,35,31.76,95.48
6382971,2.02E+13,70,354.1,-22.5,3.942,3.913,37,35,31.78,95.53
1748892,2.02E+13,70.4,354.1,-22.5,3.942,3.913,37,35,31.79,95.57999
9241161,2.02E+13,70.4,354.3,-22.5,3.942,3.914,37,35,31.81,95.63
8464237,2.02E+13,70.4,354.3,-22.5,3.942,3.913,37,35,31.83,95.68
7945577,2.02E+13,70.4,354.3,-22.5,3.943,3.914,37,35,31.85,95.75
5627531,2.02E+13,70.4,354.3,-22.5,3.943,3.914,37,35,31.86,95.8
7141257,2.02E+13,70.4,354.3,-22.5,3.943,3.915,37,35,31.88,95.85
5066890,2.02E+13,70.4,354.4,-22.5,3.944,3.915,37,35,31.9,95.9
2441375,2.02E+13,70.4,354.4,-22.5,3.943,3.915,37,35,31.91,95.95
3336350,2.02E+13,70.4,354.4,-22.5,3.944,3.916,37,35,31.93,96
2025534,2.02E+13,70.4,354.4,-22.5,3.945,3.916,37,35,31.95,96.05
2566381,2.02E+13,70.4,354.4,-22.5,3.945,3.917,37,35,31.97,96.1
4060982,2.02E+13,70.8,354.6,-22.5,3.946,3.917,37,35,31.98,96.15
9016104,2.02E+13,70.8,354.6,-22.5,3.945,3.917,37,35,32,96.2
5231913,2.02E+13,70.8,354.6,-22.5,3.946,3.918,37,35,32.02,96.25
5450994,2.02E+13,70.8,354.6,-22.5,3.946,3.918,37,35,32.03,96.3
9603971,2.02E+13,70.8,354.6,-22.5,3.947,3.919,37,35,32.05,96.35
4289231,2.02E+13,70.8,354.7,-22.5,3.947,3.918,37,35,32.07,96.4
5600657,2.02E+13,70.8,354.7,-22.5,3.948,3.919,37,35,32.09,96.47
1327017,2.02E+13,70.8,354.7,-22.5,3.948,3.919,37,35,32.1,96.52
1475322,2.02E+13,70.8,354.7,-22.5,3.948,3.919,37,35,32.12,96.57
2221486,2.02E+13,70.8,354.9,-22.5,3.949,3.92,37,35,32.14,96.62
6412876,2.02E+13,70.8,354.7,-22.5,3.949,3.921,37,35,32.15,96.67
4024288,2.02E+13,71.2,354.9,-22.5,3.95,3.92,37,35,32.17,96.71
3058991,2.02E+13,71.2,354.9,-22.5,3.95,3.921,37,35,32.19,96.75999
8143815,2.02E+13,71.2,354.9,-22.5,3.95,3.922,37,35,32.2,96.81
7890969,2.02E+13,71.2,354.9,-22.5,3.95,3.921,37,35,32.22,96.86
5079762,2.02E+13,71.2,354.9,-22.5,3.951,3.922,37,35,32.24,96.91
8687538,2.02E+13,71.2,354.9,-22.5,3.951,3.922,37,35,32.25,96.96
1705537,2.02E+13,71.2,355,-22.5,3.952,3.923,37,35,32.27,97.00999
5692114,2.02E+13,71.2,355.2,-22.5,3.952,3.923,37,35,32.29,97.06
7981055,2.02E+13,71.2,355,-22.5,3.953,3.924,37,35,32.31,97.13
6916794,2.02E+13,71.2,355.2,-22.5,3.952,3.924,37,35,32.32,97.18
4782478,2.02E+13,71.6,355.2,-22.5,3.954,3.924,37,35,32.34,97.23
4851965,2.02E+13,71.6,355.2,-22.5,3.954,3.924,37,35,32.36,97.28
1836265,2.02E+13,71.6,355.2,-22.5,3.954,3.925,37,35,32.37,97.32999
1196499,2.02E+13,71.6,355.2,-22.5,3.954,3.925,37,35,32.38,97.36
9538483,2.02E+13,71.6,355.3,-22.5,3.955,3.925,37,35,32.4,97.41
5626149,2.02E+13,71.6,355.3,-22.5,3.955,3.925,37,35,32.43,97.48
6245196,2.02E+13,71.6,355.3,-22.5,3.955,3.926,37,35,32.44,97.53
6388351,2.02E+13,71.6,355.3,-22.5,3.956,3.926,37,35,32.45,97.57999
6948803,2.02E+13,71.6,355.5,-22.5,3.956,3.927,37,35,32.48,97.63
1419633,2.02E+13,71.6,355.3,-22.5,3.957,3.928,37,35,32.49,97.68
9174863,2.02E+13,71.6,355.5,-22.5,3.957,3.928,37,35,32.5,97.73
3430447,2.02E+13,72,355.5,-22.5,3.957,3.928,37,35,32.53,97.77
9365911,2.02E+13,72,355.5,-22.5,3.957,3.928,37,35,32.54,97.82
4452686,2.02E+13,72,355.7,-22.5,3.958,3.929,37,35,32.55,97.87
4150708,2.02E+13,72,355.7,-22.5,3.958,3.929,37,35,32.58,97.92
2703398,2.02E+13,72,355.7,-22.5,3.958,3.93,37,35,32.6,98
3812764,2.02E+13,72,355.7,-22.5,3.958,3.93,37,35,32.6,98.03
1583759,2.02E+13,72,355.7,-22.5,3.96,3.93,37,35,32.63,98.09
8896158,2.02E+13,72,355.8,-22.5,3.96,3.931,37,35,32.65,98.14
5317838,2.02E+13,72,355.8,-22.5,3.96,3.931,37,35,32.66,98.18999
8201165,2.02E+13,72,355.8,-22.5,3.961,3.931,37,35,32.68,98.24
8831858,2.02E+13,72,355.8,-22.5,3.961,3.932,37,35,32.7,98.29
5142454,2.02E+13,72.4,355.8,-22.5,3.961,3.932,37,35,32.71,98.34
2180379,2.02E+13,72.4,355.8,-22.5,3.962,3.932,37,35,32.73,98.39
8972878,2.02E+13,72.4,356,-22.5,3.962,3.933,37,35,32.74,98.43999
7847577,2.02E+13,72.4,356,-22.5,3.962,3.933,37,35,32.76,98.49
5648345,2.02E+13,72.4,356,-22.5,3.962,3.934,37,35,32.78,98.54
6080316,2.02E+13,72.4,356.1,-22.5,3.963,3.933,37,35,32.79,98.59
7980372,2.02E+13,72.4,356.1,-22.5,3.963,3.934,37,35,32.81,98.64
6411126,2.02E+13,72.4,356.1,-22.5,3.963,3.935,37,35,32.83,98.71
8327038,2.02E+13,72.4,356.1,-22.5,3.964,3.935,37,35,32.85,98.75999
3796942,2.02E+13,72.4,356.3,-22.5,3.964,3.935,37,35,32.86,98.81
2874672,2.02E+13,72.8,356.1,-22.5,3.964,3.936,37,35,32.89,98.86
9222540,2.02E+13,72.8,356.3,-22.5,3.965,3.936,37,35,32.9,98.91
2082394,2.02E+13,72.8,356.3,-22.5,3.966,3.936,37,35,32.91,98.96
2776626,2.02E+13,72.8,356.3,-22.5,3.965,3.936,37,35,32.94,99.00999
2389576,2.02E+13,72.8,356.4,-22.5,3.966,3.938,37,35,32.95,99.06
7692175,2.02E+13,72.8,356.3,-22.5,3.967,3.937,37,35,32.96,99.1
4579494,2.02E+13,72.8,356.4,-22.5,3.967,3.938,37,35,32.99,99.15
7063897,2.02E+13,72.8,356.4,-22.5,3.967,3.937,37,35,33,99.2
8987852,2.02E+13,72.8,356.4,-22.5,3.968,3.938,37,35,33.01,99.25
2783555,2.02E+13,72.8,356.6,-22.5,3.968,3.939,37,35,33.03,99.3
9165788,2.02E+13,72.8,356.6,-22.5,3.968,3.939,37,35,33.05,99.36
4631446,2.02E+13,73.2,356.6,-22.5,3.968,3.94,37,35,33.06,99.41
1994884,2.02E+13,73.2,356.6,-22.5,3.969,3.94,37,35,33.08,99.46
2015168,2.02E+13,73.2,356.6,-22.5,3.97,3.94,37,35,33.1,99.52
7483602,2.02E+13,73.2,356.6,-22.5,3.969,3.941,37,35,33.12,99.57
5834930,2.02E+13,73.2,356.8,-22.5,3.971,3.941,37,35,33.14,99.62
8150807,2.02E+13,73.2,356.8,-22.5,3.97,3.941,37,35,33.15,99.67
5105682,2.02E+13,73.2,356.8,-22.5,3.97,3.942,37,35,33.17,99.72
3928698,2.02E+13,73.2,356.9,-22.5,3.971,3.943,37,35,33.19,99.77
4538678,2.02E+13,73.2,356.9,-22.5,3.971,3.942,37,35,33.2,99.82
7819704,2.02E+13,73.2,356.8,-22.5,3.971,3.943,37,35,33.22,99.87
9567283,2.02E+13,73.2,356.9,-22.5,3.972,3.943,37,35,33.24,99.92
1799304,2.02E+13,73.6,356.9,-22.5,3.973,3.943,37,35,33.25,99.97
2777495,2.02E+13,73.6,356.9,-22.5,3.973,3.944,37,35,33.27,100.02
3358785,2.02E+13,73.6,357.1,-22.5,3.973,3.945,37,35,33.29,100.07
7643878,2.02E+13,73.6,357.1,-22.5,3.974,3.946,37,35,33.3,100.12
4010074,2.02E+13,73.6,357.1,-22.5,3.974,3.945,37,35,33.32,100.17
6200923,2.02E+13,73.6,357.1,-22.5,3.975,3.945,37,35,33.33,100.2
2729035,2.02E+13,73.6,357.1,-22.5,3.975,3.946,37,35,33.35,100.27
4474986,2.02E+13,73.6,357.1,-22.5,3.975,3.946,37,35,33.37,100.34
5010305,2.02E+13,73.6,357.2,-22.5,3.975,3.946,37,35,33.39,100.39
4044475,2.02E+13,73.6,357.2,-22.5,3.976,3.947,37,35,33.41,100.43
7281799,2.02E+13,74,357.4,-22.5,3.976,3.947,37,35,33.42,100.48
9030800,2.02E+13,74,357.4,-22.5,3.977,3.948,37,35,33.44,100.53
6811747,2.02E+13,74,357.4,-22.5,3.978,3.948,37,35,33.46,100.58
4132753,2.02E+13,74,357.4,-22.5,3.978,3.948,37,35,33.47,100.63
4851016,2.02E+13,74,357.4,-22.5,3.978,3.949,37,35,33.49,100.68
2479922,2.02E+13,74,357.4,-22.5,3.978,3.949,37,35,33.51,100.74
3196307,2.02E+13,74,357.4,-22.5,3.979,3.949,37,35,33.52,100.79
4272308,2.02E+13,74,357.5,-22.5,3.979,3.949,37,35,33.54,100.84
9932506,2.02E+13,74,357.5,-22.5,3.979,3.95,37,35,33.56,100.89
1956207,2.02E+13,74,357.5,-22.5,3.979,3.95,37,35,33.58,100.95
